"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvenamoji vietovė","Matavimo vienetai","Reikšmė"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šilutės r. sav.","Miestas","asmenys","14939"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šilutės r. sav.","Kaimas","asmenys","22462"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šilutės r. sav.","Miestas ir kaimas","asmenys","36706"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šilutės r. sav.","Miestas","asmenys","14762"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šilutės r. sav.","Kaimas","asmenys","21944"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas ir kaimas","asmenys","150376"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas","asmenys","74001"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Kaimas","asmenys","76375"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas ir kaimas","asmenys","147440"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas","asmenys","72387"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Kaimas","asmenys","75053"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas ir kaimas","asmenys","142890"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas","asmenys","69982"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Kaimas","asmenys","72908"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas ir kaimas","asmenys","139978"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas","asmenys","68359"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Kaimas","asmenys","71619"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas ir kaimas","asmenys","137665"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas","asmenys","67545"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Kaimas","asmenys","70120"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas ir kaimas","asmenys","135784"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas","asmenys","66884"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Kaimas","asmenys","68900"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas ir kaimas","asmenys","133763"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Miestas","asmenys","65853"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės apskritis","Kaimas","asmenys","67910"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas ir kaimas","asmenys","11395"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas","asmenys","4232"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Kaimas","asmenys","7163"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas ir kaimas","asmenys","11205"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas","asmenys","4167"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Kaimas","asmenys","7038"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas ir kaimas","asmenys","10890"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas","asmenys","4002"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Kaimas","asmenys","6888"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas ir kaimas","asmenys","10632"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas","asmenys","3897"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Kaimas","asmenys","6735"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas ir kaimas","asmenys","10291"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas","asmenys","3810"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Kaimas","asmenys","6481"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas ir kaimas","asmenys","10056"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas","asmenys","3749"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Kaimas","asmenys","6307"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas ir kaimas","asmenys","9839"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Miestas","asmenys","3702"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kalvarijos sav.","Kaimas","asmenys","6137"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas ir kaimas","asmenys","12428"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas","asmenys","6186"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Kaimas","asmenys","6242"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas ir kaimas","asmenys","12261"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas","asmenys","6104"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Kaimas","asmenys","6157"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas ir kaimas","asmenys","11929"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas","asmenys","5932"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Kaimas","asmenys","5997"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas ir kaimas","asmenys","11628"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas","asmenys","5724"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Kaimas","asmenys","5904"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas ir kaimas","asmenys","11411"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas","asmenys","5595"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Kaimas","asmenys","5816"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas ir kaimas","asmenys","11233"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas","asmenys","5536"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Kaimas","asmenys","5697"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas ir kaimas","asmenys","11066"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Miestas","asmenys","5410"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kazlų Rūdos sav.","Kaimas","asmenys","5656"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas ir kaimas","asmenys","57501"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas","asmenys","37931"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Kaimas","asmenys","19570"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas ir kaimas","asmenys","56543"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas","asmenys","37167"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Kaimas","asmenys","19376"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas ir kaimas","asmenys","54993"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas","asmenys","36051"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Kaimas","asmenys","18942"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas ir kaimas","asmenys","54318"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas","asmenys","35389"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Kaimas","asmenys","18929"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas ir kaimas","asmenys","53939"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas","asmenys","35131"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Kaimas","asmenys","18808"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas ir kaimas","asmenys","53651"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas","asmenys","34904"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Kaimas","asmenys","18747"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas ir kaimas","asmenys","53110"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Miestas","asmenys","34399"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės sav.","Kaimas","asmenys","18711"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas ir kaimas","asmenys",
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas","asmenys",
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Kaimas","asmenys",
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas ir kaimas","asmenys",
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas","asmenys",
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Kaimas","asmenys",
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas ir kaimas","asmenys",
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas","asmenys",
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Kaimas","asmenys",
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas ir kaimas","asmenys",
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas","asmenys",
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Kaimas","asmenys",
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas ir kaimas","asmenys",
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas","asmenys",
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Kaimas","asmenys",
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas ir kaimas","asmenys",
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas","asmenys",
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Kaimas","asmenys",
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas ir kaimas","asmenys",
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Miestas","asmenys",
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Marijampolės r. sav.","Kaimas","asmenys",
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas ir kaimas","asmenys","29992"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas","asmenys","8942"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Kaimas","asmenys","21050"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas ir kaimas","asmenys","29343"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas","asmenys","8718"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Kaimas","asmenys","20625"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas ir kaimas","asmenys","28383"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas","asmenys","8391"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Kaimas","asmenys","19992"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas ir kaimas","asmenys","27635"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas","asmenys","8138"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Kaimas","asmenys","19497"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas ir kaimas","asmenys","27009"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas","asmenys","8012"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Kaimas","asmenys","18997"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas ir kaimas","asmenys","26399"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas","asmenys","7947"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Kaimas","asmenys","18452"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas ir kaimas","asmenys","25738"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Miestas","asmenys","7766"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šakių r. sav.","Kaimas","asmenys","17972"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas ir kaimas","asmenys","39060"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas","asmenys","16710"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Kaimas","asmenys","22350"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas ir kaimas","asmenys","38088"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas","asmenys","16231"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Kaimas","asmenys","21857"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas ir kaimas","asmenys","36695"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas","asmenys","15606"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Kaimas","asmenys","21089"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas ir kaimas","asmenys","35765"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas","asmenys","15211"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Kaimas","asmenys","20554"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas ir kaimas","asmenys","35015"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas","asmenys","14997"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Kaimas","asmenys","20018"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas ir kaimas","asmenys","34445"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas","asmenys","14748"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Kaimas","asmenys","19697"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas ir kaimas","asmenys","34010"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Miestas","asmenys","14576"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Vilkaviškio r. sav.","Kaimas","asmenys","19434"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas ir kaimas","asmenys","233089"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas","asmenys","139056"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Kaimas","asmenys","94033"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas ir kaimas","asmenys","228316"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas","asmenys","136088"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Kaimas","asmenys","92228"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas ir kaimas","asmenys","221629"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas","asmenys","131773"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Kaimas","asmenys","89856"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas ir kaimas","asmenys","216738"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas","asmenys","128980"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Kaimas","asmenys","87758"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas ir kaimas","asmenys","212928"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas","asmenys","126744"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Kaimas","asmenys","86184"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas ir kaimas","asmenys","209742"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas","asmenys","124851"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Kaimas","asmenys","84891"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas ir kaimas","asmenys","205986"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Miestas","asmenys","122595"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio apskritis","Kaimas","asmenys","83391"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas ir kaimas","asmenys","25655"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas","asmenys","12367"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Kaimas","asmenys","13288"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas ir kaimas","asmenys","25071"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas","asmenys","12139"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Kaimas","asmenys","12932"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas ir kaimas","asmenys","24185"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas","asmenys","11630"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Kaimas","asmenys","12555"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas ir kaimas","asmenys","23428"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas","asmenys","11282"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Kaimas","asmenys","12146"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas ir kaimas","asmenys","22928"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas","asmenys","11097"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Kaimas","asmenys","11831"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas ir kaimas","asmenys","22522"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas","asmenys","10898"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Kaimas","asmenys","11624"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas ir kaimas","asmenys","22008"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Miestas","asmenys","10698"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Biržų r. sav.","Kaimas","asmenys","11310"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas ir kaimas","asmenys","18447"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas","asmenys","7665"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Kaimas","asmenys","10782"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas ir kaimas","asmenys","17940"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas","asmenys","7393"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Kaimas","asmenys","10547"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas ir kaimas","asmenys","17340"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas","asmenys","7150"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Kaimas","asmenys","10190"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas ir kaimas","asmenys","16946"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas","asmenys","6975"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Kaimas","asmenys","9971"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas ir kaimas","asmenys","16583"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas","asmenys","6864"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Kaimas","asmenys","9719"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas ir kaimas","asmenys","16239"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas","asmenys","6733"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Kaimas","asmenys","9506"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas ir kaimas","asmenys","15937"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Miestas","asmenys","6647"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kupiškio r. sav.","Kaimas","asmenys","9290"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas ir kaimas","asmenys","94421"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas","asmenys","94421"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Kaimas","asmenys",
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas ir kaimas","asmenys","92494"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas","asmenys","92494"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Kaimas","asmenys",
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas ir kaimas","asmenys","89767"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas","asmenys","89767"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Kaimas","asmenys",
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas ir kaimas","asmenys","88020"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas","asmenys","88020"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Kaimas","asmenys",
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas ir kaimas","asmenys","86535"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas","asmenys","86535"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Kaimas","asmenys",
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas ir kaimas","asmenys","85331"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas","asmenys","85331"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Kaimas","asmenys",
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas ir kaimas","asmenys","83770"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Miestas","asmenys","83770"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio m. sav.","Kaimas","asmenys",
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas ir kaimas","asmenys","36860"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas","asmenys","1494"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Kaimas","asmenys","35366"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas ir kaimas","asmenys","36566"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas","asmenys","1445"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Kaimas","asmenys","35121"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas ir kaimas","asmenys","36061"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas","asmenys","1411"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Kaimas","asmenys","34650"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas ir kaimas","asmenys","35574"
